sentiment,text,data_id
positive,Read the directions thru first.  Missed ducted step that said install plastic piece to block out put.  No way to put in without taking down.  Had to add screws in front edge to close gap visible at eye level.  Metal fiber filter fan too flimsy and easily gets deformed and restricts fan blades from rotating.,71
positive,"The ""Large"" ice cubes are about the size of olives with holes through the middle. They are fun to use.  The little arm on the inside every 6-8 minutes goes back, drops some ice cubes and then pushes them forward into the bin and keeps cranking them out.  Customer service was really responsive, got back to me quickly when I had a question and were good about following up to make sure I was satisfied.",71
negative,"When it gets hot in the machine, it doesn't work well. I had to clean my machine three times after I used it twice.",71
positive,"They work as good as any other I've tried.  So far, I'm very happy with them.",71
positive,Perfect part. Easy to install. Saved us a ton of money.,71
positive,Perfect for my Frigidaire Refrigerator.  Lasts about 6 months before having to reorder.  Easy and quick installation.,71
positive,Awesome for making ice fast,71
positive,very good product fits and works like the original,71
positive,perfect fit,71
positive,"After trying several ice makers, i found this one. Main difference is this ones also a freezer. Only one i found for under $500 that also keeps ice frozen. Most others dont. Ice melts and remakes it. Never ending cycle. For the price, this one great. So far, only had few cubes get stuck but the broke away easily.",71
positive,Awesome freezer for the money. It is much deeper than I expected and runs very quiet. Arrived well packed with no damage. Cools very fast.,71
negative,Wrong discription,71
positive,Too expensive,71
positive,Works great with my fridge!,71
positive,"My dryer was stackable so it had no legs, when we moved it down beside the washer, I needed legs and these worked great. I thought a bit pricey but the dryer would not have any leg to stand on without them!!",71
positive,Worked as expected,71
negative,"I mean it worked alright, it wasn’t the best but somewhat helped",71
positive,Works very good,71
positive,"Beautiful, well designed, quiet, great value and delivered early. Beware of very sharp corner on bottom of swinging door when opening while wearing flip flops or no shoes.  I put 6 strips of electrical tape over the corner to avoid another cut. Very happy with purchase though.",71
positive,Just what I needed for my stove! I cut them to the right size and it helps keep your burners nice and clean! Satisfied buyer!,71
positive,perfect price and worked perfectly. would definitely buy again from this manufacture if I needed to!,71
positive,"After a month of use, I didn’t find any problems with this filter.  The water was cloudy at first.  After following the instructions to let the water run for a while, the water started coming out fresh and clear.",71
negative,"THE RF4289HARS/XAA is not a 1-off unit.  Samsung manufactured it in 4 different ""Revisions"" aka Sub-Models.  You won't find that on your receipt or in the manual or online.  Its stamped on the ""Information Panel"" (sticker) inside your Fridge cabinet, usually on the left side wall.  Just above the Model # and Serial Number.",71
positive,Easy installation. Clean water from the start.,71
positive,faster than forecast<br />awsome and heavyduty producr,71
positive,Fast shipping easy to install,71
